"ID","status","sentence","sparqlQueGG","sparqlQald","TP","FP","FN","Precision","Recall","Fscore"
"265","WORKS","Who is the mayor of Paris?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/leaderName> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Paris dbo:mayor ?uri }","0.0","1.0","8321.0","0.0","0.0","0.0"
"271","WORKS","Which country does the creator of Miffy come from?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/creator> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Miffy dbo:creator ?x . ?x dbo:nationality ?uri }","0.0","1.0","9634.0","0.0","0.0","0.0"
"275","WORKS","List the children of Margaret Thatcher.","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Margaret_Thatcher dbo:child ?uri }","2.0","0.0","0.0","1.0","1.0","1.0"
"278","WORKS","how big is the total area of North Rhine- Westphalia?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/seatingCapacity> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia dbo:areaTotal ?tarea }","0.0","1.0","1169.0","0.0","0.0","0.0"
"282","WORKS","Which films did Stanley Kubrick direct?","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:director res:Stanley_Kubrick }","16.0","0.0","0.0","1.0","1.0","1.0"
"284","WORKS","How many inhabitants does the largest city in Canada have?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/largestCity> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { res:Canada dbo:largestCity ?city . ?city dbo:populationTotal ?num }","0.0","1.0","3440.0","0.0","0.0","0.0"
"285","WORKS","Who is the mayor of the capital of French Polynesia?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Papeete> <http://dbpedia.org/ontology/leaderName> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:French_Polynesia dbo:capital ?x . ?x dbo:mayor ?uri }","0.0","1.0","0.0","0.0","0.0","0.0"
"286","WORKS","Give me all actors starring in movies directed by William Shatner.","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/starring> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?x dbo:director res:William_Shatner ; dbo:starring ?uri }","18.0","0.0","102655.0","1.0","1.7531386E-4","3.5056626E-4"
"287","WORKS","How tall is Claudia Schiffer?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/elevation> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { res:Claudia_Schiffer dbo:height ?height }","0.0","1.0","17523.0","0.0","0.0","0.0"
"290","WORKS","List all games by GMT.","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/publisher> ?Arg .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:publisher res:GMT_Games }","8.0","0.0","56289.0","1.0","1.4210348E-4","2.841666E-4"
"291","WORKS","What is the official language of Suriname?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Suriname> <http://dbpedia.org/ontology/officialLanguage> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Suriname dbo:officialLanguage ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"292","WORKS","In which city did Nikos Kazantzakis die?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathPlace> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Nikos_Kazantzakis dbo:deathPlace ?uri . ?uri rdf:type dbo:Town }","1.0","0.0","1.0","1.0","0.5","0.6666667"
"294","WORKS","In which country is the Limerick Lake?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/birthPlace> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Limerick_Lake dbo:country ?uri }","1.0","0.0","95547.0","1.0","1.0465944E-5","2.0931668E-5"
"295","WORKS","Give me all video games published by Mean Hamster Software.","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Mean_Hamster_Software> .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:VideoGame ; dbo:publisher res:Mean_Hamster_Software }","2.0","0.0","0.0","1.0","1.0","1.0"
"296","WORKS","Give me all members of Prodigy.","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/bandMember> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Prodigy dbo:bandMember ?uri }","3.0","0.0","23502.0","1.0","1.2763242E-4","2.5523224E-4"
"298","WORKS","How high is the lighthouse in Colombo?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/elevation> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { res:Colombo_Lighthouse dbo:height ?num }","1.0","0.0","17522.0","1.0","5.7067853E-5","1.1412919E-4"
"300","WORKS","Who is the mayor of Rotterdam?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Rotterdam> <http://dbpedia.org/ontology/leaderName> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Rotterdam dbo:leaderName ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"301","WORKS","What is the largest city in Australia?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/largestCity> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Australia dbo:largestCity ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"304","WORKS","How high is the Yokohama Marine Tower?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/elevation> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { res:Yokohama_Marine_Tower dbo:height ?num }","1.0","0.0","17522.0","1.0","5.7067853E-5","1.1412919E-4"
"307","WORKS","How many languages are spoken in Turkmenistan?","SELECT (COUNT(DISTINCT ?objOfProp) as ?c) WHERE { <http://dbpedia.org/resource/Turkmenistan_(TV_channel)> <http://dbpedia.org/ontology/language> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT (COUNT(DISTINCT ?x) AS ?c) WHERE { res:Turkmenistan dbo:language ?x }","0.0","1.0","1.0","0.0","0.0","0.0"
"310","WORKS","To which party does the mayor of Paris belong?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/leaderName> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Paris dbo:mayor ?x . ?x dbo:party ?uri }","0.0","1.0","8321.0","0.0","0.0","0.0"
"313","WORKS","Give me the birth place of Frank Sinatra.","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Frank_Sinatra> <http://dbpedia.org/ontology/birthPlace> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?place WHERE { res:Frank_Sinatra dbo:birthPlace ?place }","1.0","0.0","0.0","1.0","1.0","1.0"
"315","WORKS","Who is the son of Sonny and Cher?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/child> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:parent res:Cher ; dbo:parent res:Sonny_Bono }","1.0","0.0","13957.0","1.0","7.16435E-5","1.4327675E-4"
"316","WORKS","How many ethnic groups live in Slovenia?","SELECT (COUNT(DISTINCT ?objOfProp) as ?c) WHERE { <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { res:Slovenia dbo:ethnicGroup ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"317","WORKS","What is the capital of Cameroon?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Cameroon dbo:capital ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"319","WORKS","How many pages does War and Peace have?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/War_and_Peace> <http://dbpedia.org/ontology/numberOfPages> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?n WHERE { res:War_and_Peace dbo:numberOfPages ?n }","1.0","0.0","0.0","1.0","1.0","1.0"
"321","WORKS","Which television shows were created by Walt Disney?","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Walt_Disney> .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:TelevisionShow ; dbo:creator res:Walt_Disney }","8.0","0.0","17.0","1.0","0.32","0.4848485"
"323","WORKS","Which types of grapes grow in Oregon?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/growingGrape> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Oregon_wine dbo:growingGrape ?uri }","82.0","0.0","226.0","1.0","0.26623377","0.42051283"
"325","WORKS","When was the Titanic completed?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/buildingEndDate> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { res:RMS_Titanic dbo:completionDate ?date }","0.0","1.0","4220.0","0.0","0.0","0.0"
"328","WORKS","Which scientist is known for the Manhattan Project and the Nobel Peace Prize?","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/knownFor> ?Arg .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri dbo:knownFor res:Manhattan_Project ; rdf:type dbo:Scientist ; dbo:knownFor res:Nobel_Peace_Prize }","1.0","0.0","29211.0","1.0","3.4232507E-5","6.846267E-5"
"329","WORKS","How much did the Lego Movie cost?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/The_Lego_Movie> <http://dbpedia.org/ontology/budget> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?n WHERE { res:The_Lego_Movie dbo:budget ?n }","1.0","0.0","0.0","1.0","1.0","1.0"
"330","WORKS","Who composed the music for Harold and Maude?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/musicComposer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Harold_and_Maude dbo:musicComposer ?uri }","1.0","0.0","15972.0","1.0","6.260565E-5","1.2520347E-4"
"331","WORKS","List all episodes of the first season of the HBO television series The Sopranos.","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/seasonNumber> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:series res:The_Sopranos ; dbo:seasonNumber 1 }","0.0","0.0","41.0","0.0","0.0","0.0"
"333","WORKS","Where is Syngman Rhee buried?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Syngman_Rhee dbo:restingPlace ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"335","WORKS","Who wrote the book The Pillars of the Earth?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/composer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri }","0.0","1.0","5465.0","0.0","0.0","0.0"
"337","WORKS","Who was the doctoral supervisor of Albert Einstein?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Albert_Einstein dbo:doctoralAdvisor ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"339","WORKS","Who was Vincent van Gogh inspired by?","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:influenced res:Vincent_van_Gogh }","1.0","0.0","0.0","1.0","1.0","1.0"
"342","WORKS","How much did Pulp Fiction cost?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?n WHERE { res:Pulp_Fiction dbo:budget ?n }","1.0","0.0","0.0","1.0","1.0","1.0"
"347","WORKS","Show me all books in Asimov's Foundation series.","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/series> ?Arg .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:series res:Foundation_series }","3.0","0.0","24992.0","1.0","1.2002401E-4","2.400192E-4"
"348","WORKS","Where was Bach born?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Bach_(actor)> <http://dbpedia.org/ontology/birthPlace> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Johann_Sebastian_Bach dbo:birthPlace ?uri }","0.0","1.0","3.0","0.0","0.0","0.0"
"350","WORKS","Who designed the Brooklyn Bridge?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/architect> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Brooklyn_Bridge dbo:architect ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"351","WORKS","How many people live in Eurasia?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Eurasia> <http://dbpedia.org/ontology/populationTotal> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?population WHERE { res:Eurasia dbo:populationTotal ?population }","1.0","0.0","0.0","1.0","1.0","1.0"
"352","WORKS","Who is the host of the BBC Wildlife Specials?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:BBC_Wildlife_Specials dbo:presenter ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"353","WORKS","What is the total population of Melbourne, Florida?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Melbourne> <http://dbpedia.org/ontology/populationTotal> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?uri WHERE { <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri }","0.0","1.0","1.0","0.0","0.0","0.0"
"354","WORKS","What country is Mount Everest in?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/birthPlace> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Mount_Everest dbo:locatedInArea ?uri . ?uri rdf:type dbo:Country }","2.0","0.0","95546.0","1.0","2.0931888E-5","4.18629E-5"
"356","WORKS","When did Operation Overlord commence?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?d WHERE { res:Operation_Overlord dbo:date ?d }","1.0","0.0","0.0","1.0","1.0","1.0"
"359","WORKS","Who was buried in the Great Pyramid of Giza?","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/restingPlace> ?Arg .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?uri WHERE { ?uri dbo:restingPlace dbr:Great_Pyramid_of_Giza }","2.0","0.0","16697.0","1.0","1.19767654E-4","2.3950661E-4"
"363","WORKS","How tall is Michael Jordan?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/elevation> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { res:Michael_Jordan dbo:height ?num }","1.0","0.0","17522.0","1.0","5.7067853E-5","1.1412919E-4"
"365","WORKS","Who created Family Guy?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/author> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Family_Guy dbo:creator ?uri }","1.0","0.0","26787.0","1.0","3.733015E-5","7.465751E-5"
"366","WORKS","In which city does the Chile Route 68 end?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chile_Route_68 dbo:routeEnd ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"368","WORKS","When did the Ming dynasty dissolve?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/deathDate> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { res:Ming_dynasty dbo:dissolutionDate ?date }","1.0","0.0","66191.0","1.0","1.5107566E-5","3.0214675E-5"
"369","WORKS","In which military conflicts did Lawrence of Arabia participate?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/battle> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:T._E._Lawrence dbo:battle ?uri }","6.0","0.0","10392.0","1.0","5.77034E-4","0.0011534024"
"371","WORKS","Give me all books by William Goldman with more than 300 pages.","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/author> ?Arg .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book ; dbo:author res:William_Goldman ; dbo:numberOfPages ?x FILTER ( ?x > 300 ) }","10.0","0.0","50989.0","1.0","1.9608227E-4","3.9208765E-4"
"372","WORKS","What did Bruce Carver die from?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Bruce_Carver> <http://dbpedia.org/ontology/deathCause> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Bruce_Carver dbo:deathCause ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"376","WORKS","Is Michelle Obama the wife of Barack Obama?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Barack_Obama> <http://dbpedia.org/ontology/spouse> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Barack_Obama dbo:spouse res:Michelle_Obama }","0.0","0.0","1.0","0.0","0.0","0.0"
"377","WORKS","In which city does Sylvester Stallone live?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:City . res:Sylvester_Stallone dbo:residence ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"379","WORKS","Who wrote the song Hotel California?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/composer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Hotel_California dbo:writer ?uri }","0.0","3.0","5465.0","0.0","0.0","0.0"
"380","WORKS","What is the capital of Canada?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Canada_(New_France)> <http://dbpedia.org/ontology/capital> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Canada dbo:capital ?uri }","0.0","1.0","1.0","0.0","0.0","0.0"
"381","WORKS","Who is the mayor of Tel Aviv?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Tel_Aviv> <http://dbpedia.org/ontology/leaderName> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Tel_Aviv dbo:leaderName ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"382","WORKS","What form of government does Russia have?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Russia dbo:governmentType ?uri }","1.0","0.0","0.0","1.0","1.0","1.0"
"383","WORKS","Show me the book that Muhammad Ali wrote.","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Muhammad_Ali> .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book ; dbo:author res:Muhammad_Ali }","2.0","0.0","0.0","1.0","1.0","1.0"
"385","WORKS","How many languages are spoken in Colombia?","SELECT (COUNT(DISTINCT ?objOfProp) as ?c) WHERE { <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri rdf:type dbo:Language . res:Colombia dbo:language ?uri }","0.0","1.0","1.0","0.0","0.0","0.0"
"386","WORKS","What is the currency of the Czech Republic?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/currency> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Czech_Republic dbo:currency ?uri }","1.0","0.0","643.0","1.0","0.0015527951","0.0031007752"
"388","WORKS","When did Boris Becker end his active career?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?d WHERE { res:Boris_Becker dbo:activeYearsEndDate ?d }","1.0","0.0","0.0","1.0","1.0","1.0"
"392","WORKS","How tall is Amazon Eve?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/elevation> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { res:Amazon_Eve dbo:height ?height }","0.0","1.0","17523.0","0.0","0.0","0.0"
