"id"	"answertype"	"question"	"sparql"
"188"	"resource"	"Which films starring Clint Eastwood did he direct himself?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { ?uri dbo:director res:Clint_Eastwood . ?uri dbo:starring res:Clint_Eastwood .}"
"189"	"resource"	"In which city was the former Dutch queen Juliana buried?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { res:Juliana_of_the_Netherlands dbo:restingPlace ?uri. ?uri rdf:type dbo:Settlement .}"
"19"	"boolean"	"Is Egypts largest city also its capital?"	"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>ASK WHERE { res:Egypt dbo:largestCity ?large . res:Egypt dbo:capital ?capital . FILTER (?large = ?capital)}"
"190"	"resource"	"Where is the residence of the prime minister of Spain?"	"PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Prime_Minister_of_Spain dbp:residence ?uri .}"
"191"	"resource"	"Which U.S. state has the abbreviation MN?"	"PREFIX dbp: <http://dbpedia.org/property/>PREFIX yago: <http://dbpedia.org/clas/yago/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:StatesOfTheUnitedStates . ?uri dbp:postalabreviation 'MN'@en .}"
"192"	"resource"	"Show me all songs from Bruce Springsteen released between 1980 and 1990."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>PREFIX xsd: <http://w.w3.org/201/XMLSchema#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Song . ?uri dbo:artist res:Bruce_Springsteen . ?uri dbo:releaseDate ?date . FILTER (?date >= '1980-01-01'^xsd:date & ?date <= '190-12-31'^xsd:date)}"
"193"	"resource"	"Which movies did Kurosawa direct?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Film . ?uri dbo:director res:Akira_Kurosawa .}"
"194"	"number"	"What is the founding year of the brewery that produces Pilsner Urquell?"	"PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?num WHERE { res:Pilsner_Urquel dbp:brewery ?uri . ?uri dbp:foundation ?num .}"
"195"	"resource"	"Who wrote the lyrics for the Polish national anthem?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Poland dbo:anthem ?x . ?x dbp:author ?uri .}"
"196"	"string"	"Give me all B-sides of the Ramones."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?string WHERE { ?x dbo:musicalArtist res:Ramones . ?x dbo:bSide ?string . }"
"197"	"resource"	"Who painted The Storm on the Sea of Galilee?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:The_Storm_on_the_Sea_of_Galile dbo:author ?uri .}"
"198"	"resource"	"Which country does the creator of Miffy come from?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Miffy dbo:creator ?x . ?x dbo:nationality ?uri .}"
"199"	"resource"	"For which label did Elvis record his first album?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?x rdf:type dbo:Album . ?x dbo:artist res:Elvis_Presley . ?x dbo:releaseDate ?y . ?x dbo:recordLabel ?uri .}ORDER BY ASC(?y) OFSET 0 LIMIT 1"
"2"	"date"	"Give me the birthdays of all actors of the television show Charmed."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?date WHERE { res:Charmed dbo:starring ?actor . ?actor dbo:birthDate ?date .}"
"20"	"number"	"How many employees does IBM have?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?number WHERE { res:IBM dbo:numberOfEmployees ?number .}"
"21"	"resource"	"Which states border Illinois?"	"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/>SELECT DISTINCT ?uri WHERE { res:Illinois dbp:borderingstates ?uri .}"
"22"	"resource"	"In which country is the Limerick Lake?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Limerick_Lake dbo:country ?uri .}"
"23"	"resource"	"Which television shows were created by John Cleese?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:TelevisionShow . ?uri dbo:creator res:John_Cleese .}"
"24"	"resource"	"Which mountain is the highest after the Annapurna?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { res:Annapurna dbo:elevation ?elevation . ?uri rdf:type dbo:Mountain . ?uri dbo:elevation ?otherelevation . FILTER (?otherelevation < ?elevation) .} ORDER BY DESC(?otherelevation) OFSET 0 LIMIT 1"
"25"	"resource"	"In which films directed by Garry Marshall was Julia Roberts starring?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Film . ?uri dbo:starring res:Julia_Roberts . ?uri dbo:director res:Garry_Marshall .}"
"26"	"resource"	"Which bridges are of the same type as the Manhattan Bridge?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Bridge . ?uri dbp:design ?design . res:Manhattan_Bridge dbp:design ?mdesign . FILTER (?design = ?mdesign & ?uri != res:Manhattan_Bridge) . }"
"27"	"boolean"	"Was U.S. president Jackson involved in a war?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE { res:Andrew_Jackson dbo:battle ?batle . }"
"28"	"resource"	"Give me all communist countries."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Country . { ?uri dbo:governmentType res:Communism . } UNION { ?uri dbo:governmentType res:Communist_state . }"
"29"	"resource"	"Which awards did Douglas Hofstadter win?"	"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uriWHERE { res:Douglas_Hofstadter dbo:award ?uri .}"
"3"	"resource"	"Who is the daughter of Robert Kennedy married to?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Robert_F._Kennedy dbo:child ?child . ?child dbo:spouse ?uri .}"
"30"	"resource"	"Which U.S. state has the highest population density?"	"PREFIX yago: <http://dbpedia.org/clas/yago/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:StatesOfTheUnitedStates . ?uri dbp:densityrank ?rank .} ORDER BY ASC(?rank) OFSET 0 LIMIT 1"
"31"	"resource"	"What is the currency of the Czech Republic?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Czech_Republic dbo:currency ?uri .}"
"32"	"resource"	"Which countries adopted the Euro?"	"PREFIX dbp: <http://dbpedia.org/property/>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Country . { ?uri dbo:currency res:Euro . } UNION { ?uri dbp:curencyCode 'EUR'@en . }"
"33"	"number"	"What is the area code of Berlin?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?string WHERE { res:Berlin dbo:areaCode ?string .}"
"34"	"resource"	"Which countries have more than two official languages?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Country . ?uri dbo:officialLanguage ?language .} GROUP BY ?uriHAVING (COUNT(?language) > 2)"
"35"	"resource"	"Who is the owner of Rolls-Royce?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Rolls-Royce_Motors dbo:owner ?uri .}"
"36"	"resource"	"Through which countries does the Yenisei river flow?"	"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uri WHERE { res:Yenisei dbo:country ?uri .}"
"37"	"date"	"When did Latvia join the EU?"	"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbp: <http://dbpedia.org/property/>SELECT DISTINCT ?date WHERE { res:Latvia dbp:acesioneudate ?date . }"
"38"	"resource"	"Which monarchs were married to a German?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Monarch . ?uri dbo:spouse ?spouse . { ?spouse dbo:birthPlace res:Germany. } UNION { ?spouse dbo:birthPlace ?p . ?p dbo:country res:Germany. }"
"39"	"date"	"When was the Battle of Gettysburg?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?date WHERE { res:Battle_of_Gettysburg dbo:date ?date .}"
"4"	"resource"	"Which river does the Brooklyn Bridge cross?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Brooklyn_Bridge dbo:crosses ?uri . }"
"40"	"resource"	"What is the highest mountain in Australia?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Mountain . ?uri dbo:locatedInArea res:Australia . ?uri dbo:elevation ?elevation .} ORDER BY DESC(?elevation) OFSET 0 LIMIT 1"
"41"	"resource"	"Give me all soccer clubs in Spain."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:SoccerClub . { ?uri dbo:ground res:Spain . } UNION { ?uri dbp:ground ?ground . FILTER (regex(?ground,'Spain') }"
"42"	"resource"	"What is the official language of Suriname?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Suriname dbo:officialLanguage ?uri .}"
"43"	"resource"	"Who is the mayor of Tel Aviv?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Tel_Aviv dbo:leaderName ?uri .}"
"44"	"resource"	"Who designed the Brooklyn Bridge?"	"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uri WHERE { res:Brooklyn_Bridge dbo:architect ?uri .}"
"45"	"resource"	"Which telecommunications organizations are located in Belgium?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT COUNT(DISTINCT ?uri)WHERE { 	 ?uri rdf:type dbo:Organisation . { ?uri dbo:industry res:Telecommunication . } UNION { ?uri dbp:industry ?industry . FILTER (regex(?industry,'Telecomunications') . } { ?uri dbo:location res:Belgium. } UNION { ?uri dbp:locationCountry 'Belgium'@en . }"
"46"	"boolean"	"Is Frank Herbert still alive?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE { OPTIONAL { res:Frank_Herbert dbo:deathDate ?date . } FILTER (!BOUND(?date)}"
"47"	"resource"	"What is the highest place of the Urals?"	"PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Ural_Mountains dbp:highest ?uri . }"
"48"	"resource"	"Who is the editor of Forbes?"	"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uri WHERE { res:Forbes dbo:editor ?uri .}"
"49"	"resource"	"Give me all companies in the advertising industry."	"PREFIX dbp: <http://dbpedia.org/property/>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT COUNT(DISTINCT ?uri)WHERE { ?uri rdf:type dbo:Company . { ?uri dbo:industry res:Advertising } UNION { ?uri dbo:industry ?industry . FILTER regex(?industry,'advertising','i') . }"
"5"	"number"	"How many countries are there in Europe?"	"PREFIX yago: <http://dbpedia.org/clas/yago/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT COUNT(DISTINCT ?uri) WHERE { ?uri rdf:type yago:EuropeanCountries .}"
"50"	"resource"	"What did Bruce Carver die from?"	"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uriWHERE { res:Bruce_Carver dbo:deathCause ?uri . }"
"51"	"resource"	"Give me all libraries established earlier than 1400."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Library . ?uri dbp:established ?year . FILTER (?year < 140)}"
"52"	"resource"	"Which presidents were born in 1945?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:President . ?uri dbo:birthDate ?date . FILTER regex(?date, '^1945') .}"
"53"	"resource"	"Give me all federal chancellors of Germany."	"PREFIX dbp: <http://dbpedia.org/property/>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Person . { ?uri dbo:office 'Chancelor of Germany' . } UNION { ?uri dbp:ofice res:Chancellor_of_Germany . }"
"54"	"resource"	"Who was the wife of U.S. president Lincoln?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Abraham_Lincoln dbo:spouse ?uri.}"
"55"	"resource"	"Who developed the video game World of Warcraft?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:World_of_Warcraft dbo:developer ?uri . }"
"56"	"string"	"What is the official website of Tom Cruise?"	"PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?string WHERE { res:Tom_Cruise dbp:website ?string .}"
"57"	"resource"	"List all episodes of the first season of the HBO television series The Sopranos."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { ?uri dbo:series res:The_Sopranos . ?uri dbo:seasonNumber 1 .}"
"58"	"resource"	"Who produced the most films?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?film rdf:type dbo:Film . ?film dbo:producer ?uri .} ORDER BY DESC(COUNT(?film) OFSET 0 LIMIT 1"
"59"	"resource"	"Give me all people with first name Jimmy."	"PREFIX foaf: <http://xmlns.com/foaf/0.1/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type foaf:Person . ?uri foaf:givenName 'Jimy'@en .}"
"6"	"resource"	"In which city did John F. Kennedy die?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { res:John_F._Kennedy dbo:deathPlace ?uri . ?uri rdf:type dbo:City .}"
"60"	"boolean"	"Is there a video game called Battle Chess?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>PREFIX rdfs: <http://w.w3.org/20/01/rdf-schema#>ASK WHERE { ?uri rdf:type dbo:VideoGame . ?uri rdfs:label 'Batle Ches'@en .}"
"61"	"resource"	"Which mountains are higher than the Nanga Parbat?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { res:Nanga_Parbat dbo:elevation ?elevation . ?uri rdf:type dbo:Mountain . { ?uri dbo:elevation ?otherelevation . } UNION { ?uri dbp:elevationM ?otherelevation . } FILTER (?otherelevation > ?elevation) .}"
"62"	"resource"	"Who created Wikipedia?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Wikipedia dbo:author ?uri .}"
"63"	"resource"	"Give me all actors starring in Last Action Hero."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Last_Action_Hero dbo:starring ?uri . }"
"64"	"resource"	"Which software has been developed by organizations founded in California?"	"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Software . ?company rdf:type dbo:Company . ?uri dbo:developer ?company . ?company dbo:foundationPlace res:California . }"
"65"	"resource"	"Which companies work in the aerospace industry as well as in medicine?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Company . ?uri dbo:industry res:Aerospace . ?uri dbo:industry res:Medicine .}"
"66"	"boolean"	"Is Christian Bale starring in Velvet Goldmine?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASKWHERE { res:Velvet_Goldmine dbo:starring res:Christian_Bale .}"
"67"	"string"	"Give me the websites of companies with more than 500000 employees."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>PREFIX xsd: <http://w.w3.org/201/XMLSchema#>SELECT DISTINCT ?stringWHERE { ?c rdf:type dbo:Company . { ?c dbo:numberOfEmployees ?employes . } UNION { ?c dbp:numEmployes ?employes . } FILTER( xsd:integer(?employes) > 50 ) . ?c dbp:homepage ?string .}"
"68"	"resource"	"Which actors were born in Germany?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Actor . { ?uri dbo:birthPlace res:Germany . } UNION { ?uri dbo:birthPlace ?place . ?place dbo:country res:Germany . }"
"69"	"resource"	"Which caves have more than 3 entrances?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Cave . ?uri dbp:entranceCount ?entrance . FILTER (?entrance > 3) .}"
"7"	"boolean"	"Was the wife of president Lincoln called Mary?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdfs: <http://w.w3.org/20/01/rdf-schema#>ASK WHERE { res:Abraham_Lincoln dbo:spouse ?spouse . ?spouse rdfs:label ?name . FILTER(regex(?name,'Mary') }"
"70"	"resource"	"Give me all films produced by Hal Roach."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film . ?uri dbo:producer res:Hal_Roach .}"
"71"	"resource"	"Give me all video games published by Mean Hamster Software."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:VideoGame . ?uri dbo:publisher res:Mean_Hamster_Software . }"
"72"	"resource"	"Which languages are spoken in Estonia?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { ?uri dbo:spokenIn res:Estonia . }"
"73"	"number"	"How many Aldi stores are there?"	"PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?numberWHERE { res:Aldi dbo:numberOfLocations ?number .}"
"74"	"resource"	"Which capitals in Europe were host cities of the summer olympic games?"	"PREFIX yago: <http://dbpedia.org/clas/yago/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:CapitalsInEurope . ?uri rdf:type yago:HostCitiesOfTheSumerOlympicGames .}"
"75"	"resource"	"Who was the 16th president of the United States?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri dbo:office 'President of the United States' . ?uri dbo:orderInOffice '16th' .}"
"76"	"number"	"How many films did Hal Roach produce?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT COUNT(DISTINCT ?uri) WHERE { ?uri dbo:producer res:Hal_Roach .}"
"77"	"resource"	"Which music albums contain the song Last Christmas?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdfs: <http://w.w3.org/20/01/rdf-schema#>SELECT DISTINCT ?uri WHERE { ?single dbo:album ?uri . ?single rdfs:label 'Last Christmas'@en .}"
"78"	"resource"	"Give me all books written by Danielle Steel."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book . ?uri dbo:author res:Danielle_Steel .}"
"79"	"resource"	"Which airports are located in California, USA?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Airport . { ?uri dbo:location res:California . } UNION { ?uri dbo:city res:California . } UNION { ?uri dbo:city ?city . ?city dbo:isPartOf res:California . } UNION { ?uri dbo:operator res:California . } }"
"8"	"resource"	"Which states of Germany are governed by the Social Democratic Party?"	"PREFIX dbp: <http://dbpedia.org/property/>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX yago: <http://dbpedia.org/clas/yago/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type yago:StatesOfGermany . { ?uri dbo:leaderParty res:Social_Democratic_Party_of_Germany . } UNION { ?uri dbp:rulingParty 'SPD'@en . } }"
"80"	"resource"	"Give me all Canadian Grunge record labels."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:RecordLabel . ?uri dbo:genre res:Grunge . ?uri dbo:country res:Canada .}"
"81"	"resource"	"Which country has the most official languages?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Country . ?uri dbp:oficialLanguages ?language .} ORDER BY DESC(COUNT(?language) OFSET 0 LIMIT 1"
"82"	"resource"	"In which programming language is GIMP written?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:GIMP dbo:programmingLanguage ?uri .}"
"83"	"resource"	"Who produced films starring Natalie Portman?"	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?film rdf:type dbo:Film . ?film dbo:starring res:Natalie_Portman . ?film dbo:producer ?uri .}"
"84"	"resource"	"Give me all movies with Tom Cruise."	"PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Film. ?uri dbo:starring res:Tom_Cruise .}"
